Nazwa,Znizka %,Cena,Cena pierwotna,Tagi,Opinie,% pozytywnych,AppID,Link
Nuclear Throne,25,"8,84€","11,79€","Action Roguelike, Roguelike, Pixel Graphics, Indie",Overwhelmingly Positive,96,242680,https://store.steampowered.com/app/242680/Nuclear_Throne/
The Roottrees are Dead,25,"14,62€","19,50€","Detective, Puzzle, Mystery, Point & Click",Overwhelmingly Positive,97,2754380,https://store.steampowered.com/app/2754380/The_Roottrees_are_Dead/
Tower Wizard,25,"2,24€","2,99€","Incremental, Idler, Resource Management, Strategy",Overwhelmingly Positive,96,3372980,https://store.steampowered.com/app/3372980/Tower_Wizard/
Ages of Conflict: World War Simulator,25,"5,16€","6,89€","Sandbox, God Game, Simulation, Alternate History",Overwhelmingly Positive,97,2186320,https://store.steampowered.com/app/2186320/Ages_of_Conflict_World_War_Simulator/
Minds Beneath Us,25,"14,62€","19,50€","Cinematic, Atmospheric, Story Rich, Choices Matter",Overwhelmingly Positive,95,1610440,https://store.steampowered.com/app/1610440/Minds_Beneath_Us/
Beyond Citadel,25,"11,09€","14,79€","FPS, Boomer Shooter, Female Protagonist, Anime",Overwhelmingly Positive,96,3371240,https://store.steampowered.com/app/3371240/Beyond_Citadel/
Laughing to Die,25,"3,74€","4,99€","Adventure, Casual, Puzzle, Platformer",Overwhelmingly Positive,96,2182400,https://store.steampowered.com/app/2182400/Laughing_to_Die/
SIFU Kidnapped! Adventure in the Women's Kingdom,25,"7,31€","9,75€","FMV, Immersive Sim, Sexual Content, RPG",Overwhelmingly Positive,96,4225940,https://store.steampowered.com/app/4225940/SIFU_Kidnapped_Adventure_in_the_Womens_Kingdom/
Escape from Ever After,25,"18,74€","24,99€","Story Rich, Turn-Based Tactics, Funny, RPG",Overwhelmingly Positive,96,1996390,https://store.steampowered.com/app/1996390/Escape_from_Ever_After/
Grunn,25,"9,74€","12,99€","Horror, Multiple Endings, Choices Matter, Simulation",Overwhelmingly Positive,96,2720950,https://store.steampowered.com/app/2720950/Grunn/
Tennis Elbow 4,25,"22,49€","29,99€","Sports, Simulation, Indie, Tennis",Overwhelmingly Positive,96,760640,https://store.steampowered.com/app/760640/Tennis_Elbow_4/
Mech Havoc,25,"7,31€","9,75€","Early Access, Mechs, Physics, Strategy",Overwhelmingly Positive,96,3237920,https://store.steampowered.com/app/3237920/Mech_Havoc/
Death of the Reprobate,25,"8,99€","11,99€","Point & Click, Story Rich, Dark Comedy, Medieval",Overwhelmingly Positive,96,1739900,https://store.steampowered.com/app/1739900/Death_of_the_Reprobate/
The Crimson Diamond,25,"9,36€","12,49€","Mystery, Retro, Cozy, Old School",Overwhelmingly Positive,96,1098770,https://store.steampowered.com/app/1098770/The_Crimson_Diamond/
Mega Man Star Force Legacy Collection,25,"29,99€","39,99€","RPG, Action, Action RPG, Card Battler",Overwhelmingly Positive,96,3500390,https://store.steampowered.com/app/3500390/Mega_Man_Star_Force_Legacy_Collection/
Halls of Torment,25,"4,99€","6,66€","Action Roguelike, Roguelite, Bullet Hell, Pixel Graphics",Overwhelmingly Positive,96,2218750,https://store.steampowered.com/app/2218750/Halls_of_Torment/
Liftoff®: FPV Drone Racing,25,"14,99€","19,99€","Simulation, Flight, Racing, Realistic",Overwhelmingly Positive,95,410340,https://store.steampowered.com/app/410340/Liftoff_FPV_Drone_Racing/
Songs of Syx,25,"18,37€","24,50€","Early Access, City Builder, Colony Sim, Strategy",Very Positive,94,1162750,https://store.steampowered.com/app/1162750/Songs_of_Syx/
Gloomwood,25,"14,61€","19,49€","Early Access, Immersive Sim, Stealth, Survival Horror",Very Positive,94,1150760,https://store.steampowered.com/app/1150760/Gloomwood/
Uncrashed : FPV Drone Simulator,25,"9,74€","12,99€","Simulation, Flight, Sports, Racing",Very Positive,94,1682970,https://store.steampowered.com/app/1682970/Uncrashed__FPV_Drone_Simulator/
Tattletail,25,"5,84€","7,79€","Horror, First-Person, Survival Horror, Singleplayer",Very Positive,94,568090,https://store.steampowered.com/app/568090/Tattletail/
STONKS-9800: Stock Market Simulator,25,"7,31€","9,75€","Early Access, Economy, Simulation, Anime",Overwhelmingly Positive,97,1539140,https://store.steampowered.com/app/1539140/STONKS9800_Stock_Market_Simulator/
Afterbeat (Project Arrhythmia),25,"8,84€","11,79€","Music, Rhythm, Bullet Hell, Action",Overwhelmingly Positive,96,440310,https://store.steampowered.com/app/440310/Afterbeat_Project_Arrhythmia/
Rebooted Fate,25,"11,09€","14,79€","RPG, Interactive Fiction, Immersive Sim, First-Person",Overwhelmingly Positive,95,4164580,https://store.steampowered.com/app/4164580/Rebooted_Fate/
ZeroRanger,25,"8,99€","11,99€","Shoot 'Em Up, Indie, Bullet Hell, Great Soundtrack",Overwhelmingly Positive,95,809020,https://store.steampowered.com/app/809020/ZeroRanger/
Mosa Lina,25,"5,84€","7,79€","Co-op, Multiplayer, Online Co-Op, 2D Platformer",Overwhelmingly Positive,95,2477090,https://store.steampowered.com/app/2477090/Mosa_Lina/
CRUEL,25,"7,31€","9,75€","Action, First-Person, Roguelike, Boomer Shooter",Overwhelmingly Positive,95,2689470,https://store.steampowered.com/app/2689470/CRUEL/
How to Train Your Cock,25,"2,99€","3,99€","Desktop Companion, Idler, Casual, Relaxing",Overwhelmingly Positive,95,3673060,https://store.steampowered.com/app/3673060/How_to_Train_Your_Cock/
King of the Bridge,25,"2,24€","2,99€","Puzzle, Chess, Strategy, Comedy",Overwhelmingly Positive,95,2523120,https://store.steampowered.com/app/2523120/King_of_the_Bridge/
Pih,25,"6,59€","8,79€","Indie, Funny, Comedy, FPS",Overwhelmingly Positive,95,2870710,https://store.steampowered.com/app/2870710/Pih/
BRUTALISTICK VR,25,"7,31€","9,75€","VR, Action, Physics, Sandbox",Overwhelmingly Positive,95,2669380,https://store.steampowered.com/app/2669380/BRUTALISTICK_VR/
Snacko,25,"18,37€","24,50€","Cute, Building, Colorful, Family Friendly",Overwhelmingly Positive,95,1125510,https://store.steampowered.com/app/1125510/Snacko/
Approaching Infinity,25,"13,11€","17,49€","Sci-fi, Exploration, Open World, Replay Value",Overwhelmingly Positive,95,551620,https://store.steampowered.com/app/551620/Approaching_Infinity/
Bang Bang Barrage,25,"5,84€","7,79€","Local Multiplayer, Local Co-Op, Multiplayer, 4 Player Local",Overwhelmingly Positive,95,3003460,https://store.steampowered.com/app/3003460/Bang_Bang_Barrage/
FOOTSIES Rollback Edition,25,"2,46€","3,29€","2D Fighter, Fighting, PvP, Action",Overwhelmingly Positive,95,1344740,https://store.steampowered.com/app/1344740/FOOTSIES_Rollback_Edition/
Piece by Piece,25,"9,59€","12,79€","Puzzle, Cozy, Puzzle Platformer, Pixel Graphics",Very Positive,100,3249380,https://store.steampowered.com/app/3249380/Piece_by_Piece/
Bubblegum Galaxy,25,"10,34€","13,79€","City Builder, Puzzle, Indie, Strategy",Very Positive,100,1989120,https://store.steampowered.com/app/1989120/Bubblegum_Galaxy/
[Redacted] The Safehouse,25,"2,99€","3,99€","Interactive Fiction, Detective, Investigation, Story Rich",Very Positive,100,403620,https://store.steampowered.com/app/403620/Redacted_The_Safehouse/
GRIDbeat!,25,"14,62€","19,50€","Rhythm, Music, Action, Grid-Based Movement",Very Positive,100,3243370,https://store.steampowered.com/app/3243370/GRIDbeat/
Street of the Cats,25,"0,74€","0,99€","Incremental, Cats, Hidden Object, Wholesome",Very Positive,100,2868110,https://store.steampowered.com/app/2868110/Street_of_the_Cats/
Cats of the Qing Dynasty,25,"0,74€","0,99€","Casual, Point & Click, Puzzle, Side Scroller",Very Positive,100,2887320,https://store.steampowered.com/app/2887320/Cats_of_the_Qing_Dynasty/
TORSO TENNIS,25,"3,74€","4,99€","Roguelike, Indie, Action, Action Roguelike",Very Positive,100,2824780,https://store.steampowered.com/app/2824780/TORSO_TENNIS/
Cats in the Forbidden City,25,"0,74€","0,99€","Casual, Cats, Point & Click, Visual Novel",Very Positive,100,3159930,https://store.steampowered.com/app/3159930/Cats_in_the_Forbidden_City/
Aurora Hills: Chapter 2,25,"5,84€","7,79€","Adventure, Puzzle, Point & Click, Mystery",Very Positive,99,4285320,https://store.steampowered.com/app/4285320/Aurora_Hills_Chapter_2/
Meddl Dash,25,"0,74€","0,99€","Adventure, Action, Racing, Simulation",Very Positive,99,3147900,https://store.steampowered.com/app/3147900/Meddl_Dash/
Sculplings,25,"7,31€","9,75€","Roguelike, Creature Collector, Turn-Based Strategy, Roguelite",Very Positive,99,3062680,https://store.steampowered.com/app/3062680/Sculplings/
Hermit and Pig,25,"11,09€","14,79€","RPG, Adventure, Turn-Based Combat, Story Rich",Very Positive,99,2408350,https://store.steampowered.com/app/2408350/Hermit_and_Pig/
Mayor May Knott,25,"18,37€","24,50€","Exploration, Puzzle, Female Protagonist, 3D",Very Positive,99,2377450,https://store.steampowered.com/app/2377450/Mayor_May_Knott/
Angel Clicker,25,"3,11€","4,15€","Strategy, Incremental, Idler, RPG",Very Positive,99,4247760,https://store.steampowered.com/app/4247760/Angel_Clicker/
Daymare Town,25,"18,37€","24,50€","Exploration, Point & Click, Adventure, 2D",Very Positive,99,2619240,https://store.steampowered.com/app/2619240/Daymare_Town/
Chronoquartz,25,"7,31€","9,75€","Puzzle, Exploration, Pixel Graphics, 2D",Very Positive,98,3275880,https://store.steampowered.com/app/3275880/Chronoquartz/
DISCOPUP,25,"7,31€","9,75€","Mystery, Surreal, Story Rich, Retro",Very Positive,98,3380950,https://store.steampowered.com/app/3380950/DISCOPUP/
Hungry Horrors,25,"9,71€","12,95€","Early Access, Deckbuilding, Lore-Rich, Cooking",Very Positive,98,3048840,https://store.steampowered.com/app/3048840/Hungry_Horrors/
BatteryNote,25,"8,84€","11,79€","Choose Your Own Adventure, Dialogue Heavy, Emotional, Story Rich",Very Positive,98,3005930,https://store.steampowered.com/app/3005930/BatteryNote/
Cats Everywhere,25,"0,74€","0,99€","Incremental, Cats, Hidden Object, Wholesome",Very Positive,98,2249850,https://store.steampowered.com/app/2249850/Cats_Everywhere/
Cats of the Ming Dynasty,25,"0,74€","0,99€","Casual, Point & Click, Puzzle, Idler",Very Positive,98,2854690,https://store.steampowered.com/app/2854690/Cats_of_the_Ming_Dynasty/
Crawling Angels,25,"7,31€","9,75€","Physics, Horror, Mystery, Puzzle",Very Positive,98,3958640,https://store.steampowered.com/app/3958640/Crawling_Angels/
Super Puzzled Cat,25,"12,36€","16,49€","2D, Puzzle Platformer, Time Manipulation, 2D Platformer",Very Positive,98,2650350,https://store.steampowered.com/app/2650350/Super_Puzzled_Cat/
Keine's Expanding Class!,25,"4,61€","6,15€","Spelling, Education, Puzzle, Word Game",Very Positive,98,3894520,https://store.steampowered.com/app/3894520/Keines_Expanding_Class/
the white chamber,25,"2,24€","2,99€","Adventure, Point & Click, Anime, Horror",Very Positive,98,299080,https://store.steampowered.com/app/299080/the_white_chamber/
Grief like a stray dog,25,"3,74€","4,99€","Adventure, Visual Novel, Story Rich, Point & Click",Very Positive,98,1831800,https://store.steampowered.com/app/1831800/Grief_like_a_stray_dog/
The Secret of Varonis,25,"10,34€","13,79€","RPG, Retro, Pixel Graphics, Party-Based RPG",Very Positive,98,2174900,https://store.steampowered.com/app/2174900/The_Secret_of_Varonis/
Spooky Express,25,"11,24€","14,99€","Puzzle, Strategy, Cute, Trains",Very Positive,98,3352310,https://store.steampowered.com/app/3352310/Spooky_Express/
Stick Tongue,25,"3,74€","4,99€","Adventure, Simulation, Platformer, Puzzle Platformer",Very Positive,98,3356480,https://store.steampowered.com/app/3356480/Stick_Tongue/
Maid Cafe Coop,25,"9,59€","12,79€","Shop Keeper, Multiplayer, Cute, Anime",Very Positive,98,3887470,https://store.steampowered.com/app/3887470/Maid_Cafe_Coop/
B.A.N.K.,25,"3,36€","4,49€","Simulation, Funny, Co-op Campaign, Multiple Endings",Very Positive,98,3589010,https://store.steampowered.com/app/3589010/BANK/
CrossCraze,25,"13,11€","17,49€","Word Game, Board Game, Puzzle, Singleplayer",Very Positive,98,3001830,https://store.steampowered.com/app/3001830/CrossCraze/
Cosmic Ultramarine,25,"6,59€","8,79€","Visual Novel, Surreal, Word Game, Psychedelic",Very Positive,97,3296760,https://store.steampowered.com/app/3296760/Cosmic_Ultramarine/
Garage: Bad Dream Adventure,25,"11,92€","15,90€","Adventure, Dark, Point & Click, Interactive Fiction",Very Positive,97,1946430,https://store.steampowered.com/app/1946430/Garage_Bad_Dream_Adventure/
Drill Bird,25,"2,24€","2,99€","Exploration, 2D Platformer, PvE, Cute",Very Positive,97,3809940,https://store.steampowered.com/app/3809940/Drill_Bird/
The Journey Down: Chapter Two,25,"9,36€","12,49€","Atmospheric, Noir, Adventure, Point & Click",Very Positive,97,262850,https://store.steampowered.com/app/262850/The_Journey_Down_Chapter_Two/
The Warrior,25,"3,74€","4,99€","Precision Platformer, Pixel Graphics, Cute, Adventure",Very Positive,97,2411250,https://store.steampowered.com/app/2411250/The_Warrior/
Froggo's Adventure: Verdant Venture,25,"0,74€","0,99€","2D Platformer, Retro, Side Scroller, Adventure",Very Positive,97,2854780,https://store.steampowered.com/app/2854780/Froggos_Adventure_Verdant_Venture/
Demons' Timeline,25,"8,09€","10,79€","Mystery, Text-Based, Story Rich, Adventure",Very Positive,97,4198660,https://store.steampowered.com/app/4198660/Demons_Timeline/
Papercut Art Gallery-Nature,25,"1,49€","1,99€","Casual, Puzzle, Atmospheric, Simulation",Very Positive,97,2782400,https://store.steampowered.com/app/2782400/Papercut_Art_GalleryNature/
Purgatory -NARAKU-,25,"2,99€","3,99€","Adventure, Gore, JRPG, 2D Platformer",Very Positive,97,2851770,https://store.steampowered.com/app/2851770/Purgatory_NARAKU/
The Art of Reflection,25,"13,11€","17,49€","Puzzle Platformer, First-Person, Puzzle, Exploration",Very Positive,97,2290770,https://store.steampowered.com/app/2290770/The_Art_of_Reflection/
Fateweaver: The Alchemist's Quandary,25,"2,24€","2,99€","Choices Matter, Simulation, Visual Novel, Horror",Very Positive,97,2231900,https://store.steampowered.com/app/2231900/Fateweaver_The_Alchemists_Quandary/
Trombone Champ: Unflattened,25,"13,49€","17,99€","VR, Rhythm, Casual, Comedy",Very Positive,97,3151670,https://store.steampowered.com/app/3151670/Trombone_Champ_Unflattened/
Horse Riding Classic,25,"5,84€","7,79€","Open World, Exploration, Simulation, Comedy",Very Positive,97,4384880,https://store.steampowered.com/app/4384880/Horse_Riding_Classic/
HAMSTERMIND,25,"9,74€","12,99€","Puzzle, Strategy, Sokoban, Difficult",Very Positive,97,3555520,https://store.steampowered.com/app/3555520/HAMSTERMIND/
Super Chipflake Ü: Quest for the Uncooked Schnitzel,25,"14,99€","19,99€","Adventure, 3D Platformer, Platformer, Action",Very Positive,96,3064060,https://store.steampowered.com/app/3064060/Super_Chipflake__Quest_for_the_Uncooked_Schnitzel/
ODDADA,25,"7,49€","9,99€","Indie, Music, Casual, Rhythm",Very Positive,96,1627870,https://store.steampowered.com/app/1627870/ODDADA/
Super Video Golf,25,"7,31€","9,75€","Sports, 3D, 4 Player Local, Colorful",Very Positive,96,2173760,https://store.steampowered.com/app/2173760/Super_Video_Golf/
Content King,25,"8,84€","11,79€","Adventure, Simulation, Interactive Fiction, Sandbox",Very Positive,96,3632890,https://store.steampowered.com/app/3632890/Content_King/
CONERU -DIMENSION GIRL-,25,"14,62€","19,50€","2D Platformer, Action, Action RPG, 2D",Very Positive,96,2600700,https://store.steampowered.com/app/2600700/CONERU_DIMENSION_GIRL/
Sushi Cat Legacy Collection,25,"3,74€","4,99€","Strategy, Old School, Colorful, Cats",Very Positive,96,3620940,https://store.steampowered.com/app/3620940/Sushi_Cat_Legacy_Collection/
Backyard Soccer '98,25,"7,31€","9,75€","Sports, Football (Soccer), Casual, Arcade",Very Positive,96,3170410,https://store.steampowered.com/app/3170410/Backyard_Soccer_98/
Sigh of the Abyss,25,"13,11€","17,49€","Dark Fantasy, Female Protagonist, Otome, Choices Matter",Very Positive,96,2025310,https://store.steampowered.com/app/2025310/Sigh_of_the_Abyss/
Mucorales,25,"1,49€","1,99€","Horror, Multiple Endings, Interactive Fiction, Psychological Horror",Very Positive,96,2746420,https://store.steampowered.com/app/2746420/Mucorales/
Navicula Meatus,25,"4,41€","5,89€","Horror, Puzzle, Dungeon Crawler, Surreal",Very Positive,96,3203590,https://store.steampowered.com/app/3203590/Navicula_Meatus/
Thunder Helix,25,"14,62€","19,50€","Simulation, Action, Flight, 1990's",Very Positive,96,1906230,https://store.steampowered.com/app/1906230/Thunder_Helix/
Capote,25,"4,41€","5,89€","Casual, Multiplayer, PvP, Strategy",Very Positive,96,3345950,https://store.steampowered.com/app/3345950/Capote/
Heartspell: Horizon Academy,25,"14,62€","19,50€","Story Rich, Visual Novel, Dating Sim, Romance",Very Positive,96,2113350,https://store.steampowered.com/app/2113350/Heartspell_Horizon_Academy/
COPPER ODYSSEY,25,"2,99€","3,99€","RPG, Surreal, Adventure, JRPG",Very Positive,96,1693650,https://store.steampowered.com/app/1693650/COPPER_ODYSSEY/
